,Account Description ID,Type,Account Description,Size,Size Numeric,Strength (mg),WHO ATC 5 Code,Volume,Value,Year Month (after 2000),Year Month (after 2000) in Datetime,Region_Hovedstaden,Region_Midtjylland,Region_Nordjylland,Region_Sjælland,Region_Syddanmark,Product_Cimzia,Product_Inflectra,Product_Remicade,Product_Remsima,Product_Stelara,Product_Zessly
561,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,368.0,1621702.4,1011.0,2010-11,0,0,0,0,1,0,0,1,0,0,0
562,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1011.0,2010-11,0,0,0,0,1,0,0,0,0,1,0
563,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,4.0,108298.48,1011.0,2010-11,0,0,0,0,1,0,0,0,0,1,0
564,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,5.0,40417.75,1012.0,2010-12,0,0,0,0,1,1,0,0,0,0,0
565,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,384.0,1692211.2,1012.0,2010-12,0,0,0,0,1,0,0,1,0,0,0
566,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1012.0,2010-12,0,0,0,0,1,0,0,0,0,1,0
567,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1012.0,2010-12,0,0,0,0,1,0,0,0,0,1,0
568,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,5.0,40417.75,1101.0,2011-01,0,0,0,0,1,1,0,0,0,0,0
569,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,288.0,1269158.4,1101.0,2011-01,0,0,0,0,1,0,0,1,0,0,0
570,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1101.0,2011-01,0,0,0,0,1,0,0,0,0,1,0
571,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,7.0,56584.85,1102.0,2011-02,0,0,0,0,1,1,0,0,0,0,0
572,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,192.0,846105.6,1102.0,2011-02,0,0,0,0,1,0,0,1,0,0,0
573,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1102.0,2011-02,0,0,0,0,1,0,0,0,0,1,0
574,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1102.0,2011-02,0,0,0,0,1,0,0,0,0,1,0
575,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,8.0,64668.4,1103.0,2011-03,0,0,0,0,1,1,0,0,0,0,0
576,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,384.0,1692211.2,1103.0,2011-03,0,0,0,0,1,0,0,1,0,0,0
577,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1103.0,2011-03,0,0,0,0,1,0,0,0,0,1,0
578,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1103.0,2011-03,0,0,0,0,1,0,0,0,0,1,0
579,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,8.0,64668.4,1104.0,2011-04,0,0,0,0,1,1,0,0,0,0,0
580,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,190.0,837292.0,1104.0,2011-04,0,0,0,0,1,0,0,1,0,0,0
581,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,2.0,16167.1,1105.0,2011-05,0,0,0,0,1,1,0,0,0,0,0
582,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,384.0,1692211.2,1105.0,2011-05,0,0,0,0,1,0,0,1,0,0,0
583,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1105.0,2011-05,0,0,0,0,1,0,0,0,0,1,0
584,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,7.0,56584.85,1106.0,2011-06,0,0,0,0,1,1,0,0,0,0,0
585,1,0,4120 Odense Universitetshospital,1 htgl. a 100 mg,100.0,100.0,0,384.0,1692211.2,1106.0,2011-06,0,0,0,0,1,0,0,1,0,0,0
586,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1106.0,2011-06,0,0,0,0,1,0,0,0,0,1,0
587,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,3.0,24250.65,1107.0,2011-07,0,0,0,0,1,1,0,0,0,0,0
588,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1107.0,2011-07,0,0,0,0,1,0,0,1,0,0,0
589,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1107.0,2011-07,0,0,0,0,1,0,0,0,0,1,0
590,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,1.0,8083.55,1108.0,2011-08,0,0,0,0,1,1,0,0,0,0,0
591,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1108.0,2011-08,0,0,0,0,1,0,0,1,0,0,0
592,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1108.0,2011-08,0,0,0,0,1,0,0,0,0,1,0
593,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1108.0,2011-08,0,0,0,0,1,0,0,0,0,1,0
594,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,12.0,97002.6,1109.0,2011-09,0,0,0,0,1,1,0,0,0,0,0
595,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1109.0,2011-09,0,0,0,0,1,0,0,1,0,0,0
596,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1109.0,2011-09,0,0,0,0,1,0,0,0,0,1,0
597,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1109.0,2011-09,0,0,0,0,1,0,0,0,0,1,0
598,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,3.0,24250.65,1110.0,2011-10,0,0,0,0,1,1,0,0,0,0,0
599,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1110.0,2011-10,0,0,0,0,1,0,0,1,0,0,0
600,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1110.0,2011-10,0,0,0,0,1,0,0,0,0,1,0
601,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1110.0,2011-10,0,0,0,0,1,0,0,0,0,1,0
602,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,6.0,48501.3,1111.0,2011-11,0,0,0,0,1,1,0,0,0,0,0
603,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1111.0,2011-11,0,0,0,0,1,0,0,1,0,0,0
604,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1111.0,2011-11,0,0,0,0,1,0,0,0,0,1,0
605,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1111.0,2011-11,0,0,0,0,1,0,0,0,0,1,0
606,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,5.0,40417.75,1112.0,2011-12,0,0,0,0,1,1,0,0,0,0,0
607,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1112.0,2011-12,0,0,0,0,1,0,0,1,0,0,0
608,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1112.0,2011-12,0,0,0,0,1,0,0,0,0,1,0
609,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1112.0,2011-12,0,0,0,0,1,0,0,0,0,1,0
610,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,5.0,40417.75,1201.0,2012-01,0,0,0,0,1,1,0,0,0,0,0
611,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1201.0,2012-01,0,0,0,0,1,0,0,1,0,0,0
612,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1201.0,2012-01,0,0,0,0,1,0,0,0,0,1,0
613,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1201.0,2012-01,0,0,0,0,1,0,0,0,0,1,0
614,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,2.0,16167.1,1202.0,2012-02,0,0,0,0,1,1,0,0,0,0,0
615,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1202.0,2012-02,0,0,0,0,1,0,0,1,0,0,0
616,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1202.0,2012-02,0,0,0,0,1,0,0,0,0,1,0
617,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1202.0,2012-02,0,0,0,0,1,0,0,0,0,1,0
618,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1203.0,2012-03,0,0,0,0,1,0,0,1,0,0,0
619,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1203.0,2012-03,0,0,0,0,1,0,0,0,0,1,0
620,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,1.0,8083.55,1204.0,2012-04,0,0,0,0,1,1,0,0,0,0,0
621,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2115264.0,1204.0,2012-04,0,0,0,0,1,0,0,1,0,0,0
622,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,1.0,27074.62,1204.0,2012-04,0,0,0,0,1,0,0,0,0,1,0
623,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,2.0,54149.24,1204.0,2012-04,0,0,0,0,1,0,0,0,0,1,0
624,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,2.0,16167.1,1205.0,2012-05,0,0,0,0,1,1,0,0,0,0,0
625,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,288.0,1269158.4,1205.0,2012-05,0,0,0,0,1,0,0,1,0,0,0
626,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1205.0,2012-05,0,0,0,0,1,0,0,0,0,1,0
627,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1205.0,2012-05,0,0,0,0,1,0,0,0,0,1,0
628,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,2.0,16167.1,1206.0,2012-06,0,0,0,0,1,1,0,0,0,0,0
629,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2115264.0,1206.0,2012-06,0,0,0,0,1,0,0,1,0,0,0
630,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1206.0,2012-06,0,0,0,0,1,0,0,0,0,1,0
631,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,2.0,16167.1,1207.0,2012-07,0,0,0,0,1,1,0,0,0,0,0
632,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2115264.0,1207.0,2012-07,0,0,0,0,1,0,0,1,0,0,0
633,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,3.0,81223.86,1207.0,2012-07,0,0,0,0,1,0,0,0,0,1,0
634,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,3.0,81223.86,1207.0,2012-07,0,0,0,0,1,0,0,0,0,1,0
635,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1208.0,2012-08,0,0,0,0,1,0,0,1,0,0,0
636,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,189522.34,1208.0,2012-08,0,0,0,0,1,0,0,0,0,1,0
637,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1208.0,2012-08,0,0,0,0,1,0,0,0,0,1,0
638,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,5.0,40417.75,1209.0,2012-09,0,0,0,0,1,1,0,0,0,0,0
639,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1209.0,2012-09,0,0,0,0,1,0,0,1,0,0,0
640,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,2.0,54149.24,1209.0,2012-09,0,0,0,0,1,0,0,0,0,1,0
641,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,6.0,48501.3,1210.0,2012-10,0,0,0,0,1,1,0,0,0,0,0
642,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2115264.0,1210.0,2012-10,0,0,0,0,1,0,0,1,0,0,0
643,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1210.0,2012-10,0,0,0,0,1,0,0,0,0,1,0
644,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1210.0,2012-10,0,0,0,0,1,0,0,0,0,1,0
645,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,5.0,40417.75,1211.0,2012-11,0,0,0,0,1,1,0,0,0,0,0
646,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1211.0,2012-11,0,0,0,0,1,0,0,1,0,0,0
647,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,9.0,243671.58,1211.0,2012-11,0,0,0,0,1,0,0,0,0,1,0
648,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,7.0,189522.34,1211.0,2012-11,0,0,0,0,1,0,0,0,0,1,0
649,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,4.0,32334.2,1212.0,2012-12,0,0,0,0,1,1,0,0,0,0,0
650,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1212.0,2012-12,0,0,0,0,1,0,0,1,0,0,0
651,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,108298.48,1212.0,2012-12,0,0,0,0,1,0,0,0,0,1,0
652,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,3.0,81223.86,1212.0,2012-12,0,0,0,0,1,0,0,0,0,1,0
653,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,41.0,331425.55,1301.0,2013-01,0,0,0,0,1,1,0,0,0,0,0
654,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,576.0,2538316.8,1301.0,2013-01,0,0,0,0,1,0,0,1,0,0,0
655,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,189522.34,1301.0,2013-01,0,0,0,0,1,0,0,0,0,1,0
656,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,5.0,135373.1,1301.0,2013-01,0,0,0,0,1,0,0,0,0,1,0
657,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,50.0,404177.5,1302.0,2013-02,0,0,0,0,1,1,0,0,0,0,0
658,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1692211.2,1302.0,2013-02,0,0,0,0,1,0,0,1,0,0,0
659,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,189522.34,1302.0,2013-02,0,0,0,0,1,0,0,0,0,1,0
660,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1302.0,2013-02,0,0,0,0,1,0,0,0,0,1,0
661,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,10.0,80835.5,1303.0,2013-03,0,0,0,0,1,1,0,0,0,0,0
662,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2115264.0,1303.0,2013-03,0,0,0,0,1,0,0,1,0,0,0
663,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,5.0,135373.1,1303.0,2013-03,0,0,0,0,1,0,0,0,0,1,0
664,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1303.0,2013-03,0,0,0,0,1,0,0,0,0,1,0
665,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,10.0,80835.5,1304.0,2013-04,0,0,0,0,1,1,0,0,0,0,0
666,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,384.0,1649905.92,1304.0,2013-04,0,0,0,0,1,0,0,1,0,0,0
667,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,216596.96,1304.0,2013-04,0,0,0,0,1,0,0,0,0,1,0
668,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,1.0,27074.62,1304.0,2013-04,0,0,0,0,1,0,0,0,0,1,0
669,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,30.0,236443.8,1305.0,2013-05,0,0,0,0,1,1,0,0,0,0,0
670,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,672.0,2887335.36,1305.0,2013-05,0,0,0,0,1,0,0,1,0,0,0
671,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,9.0,237579.75,1305.0,2013-05,0,0,0,0,1,0,0,0,0,1,0
672,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,2.0,52795.5,1305.0,2013-05,0,0,0,0,1,0,0,0,0,1,0
673,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,50.0,394073.0,1306.0,2013-06,0,0,0,0,1,1,0,0,0,0,0
674,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2062382.4,1306.0,2013-06,0,0,0,0,1,0,0,1,0,0,0
675,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,4.0,105591.0,1306.0,2013-06,0,0,0,0,1,0,0,0,0,1,0
676,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,3.0,79193.25,1306.0,2013-06,0,0,0,0,1,0,0,0,0,1,0
677,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,20.0,157629.2,1307.0,2013-07,0,0,0,0,1,1,0,0,0,0,0
678,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2062382.4,1307.0,2013-07,0,0,0,0,1,0,0,1,0,0,0
679,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,10.0,263977.5,1307.0,2013-07,0,0,0,0,1,0,0,0,0,1,0
680,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,2.0,52795.5,1307.0,2013-07,0,0,0,0,1,0,0,0,0,1,0
681,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,40.0,315258.4,1308.0,2013-08,0,0,0,0,1,1,0,0,0,0,0
682,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,519.0,2229950.97,1308.0,2013-08,0,0,0,0,1,0,0,1,0,0,0
683,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,9.0,237579.75,1308.0,2013-08,0,0,0,0,1,0,0,0,0,1,0
684,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,5.0,131988.75,1308.0,2013-08,0,0,0,0,1,0,0,0,0,1,0
685,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,20.0,157629.2,1309.0,2013-09,0,0,0,0,1,1,0,0,0,0,0
686,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,440.0,1890517.2,1309.0,2013-09,0,0,0,0,1,0,0,1,0,0,0
687,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,13.0,343170.75,1309.0,2013-09,0,0,0,0,1,0,0,0,0,1,0
688,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,10.0,263977.5,1309.0,2013-09,0,0,0,0,1,0,0,0,0,1,0
689,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,50.0,394073.0,1310.0,2013-10,0,0,0,0,1,1,0,0,0,0,0
690,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,576.0,2474858.88,1310.0,2013-10,0,0,0,0,1,0,0,1,0,0,0
691,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,7.0,184784.25,1310.0,2013-10,0,0,0,0,1,0,0,0,0,1,0
692,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,4.0,105591.0,1310.0,2013-10,0,0,0,0,1,0,0,0,0,1,0
693,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,40.0,315258.4,1311.0,2013-11,0,0,0,0,1,1,0,0,0,0,0
694,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2062382.4,1311.0,2013-11,0,0,0,0,1,0,0,1,0,0,0
695,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,15.0,395966.25,1311.0,2013-11,0,0,0,0,1,0,0,0,0,1,0
696,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,8.0,211182.0,1311.0,2013-11,0,0,0,0,1,0,0,0,0,1,0
697,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,30.0,236443.8,1312.0,2013-12,0,0,0,0,1,1,0,0,0,0,0
698,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,2208.0,9486959.04,1312.0,2013-12,0,0,0,0,1,0,0,1,0,0,0
699,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,211182.0,1312.0,2013-12,0,0,0,0,1,0,0,0,0,1,0
700,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,4.0,105591.0,1312.0,2013-12,0,0,0,0,1,0,0,0,0,1,0
701,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,30.0,236443.8,1401.0,2014-01,0,0,0,0,1,1,0,0,0,0,0
702,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,8.0,211182.0,1401.0,2014-01,0,0,0,0,1,0,0,0,0,1,0
703,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,6.0,158386.5,1401.0,2014-01,0,0,0,0,1,0,0,0,0,1,0
704,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,50.0,394073.0,1402.0,2014-02,0,0,0,0,1,1,0,0,0,0,0
705,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,12.0,316773.0,1402.0,2014-02,0,0,0,0,1,0,0,0,0,1,0
706,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,8.0,211182.0,1402.0,2014-02,0,0,0,0,1,0,0,0,0,1,0
707,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,30.0,236443.8,1403.0,2014-03,0,0,0,0,1,1,0,0,0,0,0
708,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,11.0,290375.25,1403.0,2014-03,0,0,0,0,1,0,0,0,0,1,0
709,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,10.0,263977.5,1403.0,2014-03,0,0,0,0,1,0,0,0,0,1,0
710,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,70.0,543820.6,1404.0,2014-04,0,0,0,0,1,1,0,0,0,0,0
711,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,288.0,1206495.36,1404.0,2014-04,0,0,0,0,1,0,0,1,0,0,0
712,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,9.0,233620.11,1404.0,2014-04,0,0,0,0,1,0,0,0,0,1,0
713,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,9.0,234939.99,1404.0,2014-04,0,0,0,0,1,0,0,0,0,1,0
714,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,40.0,307376.8,1405.0,2014-05,0,0,0,0,1,1,0,0,0,0,0
715,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,576.0,2412989.76,1405.0,2014-05,0,0,0,0,1,0,0,1,0,0,0
716,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,11.0,283115.91,1405.0,2014-05,0,0,0,0,1,0,0,0,0,1,0
717,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,8.0,205902.48,1405.0,2014-05,0,0,0,0,1,0,0,0,0,1,0
718,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,40.0,307376.8,1406.0,2014-06,0,0,0,0,1,1,0,0,0,0,0
719,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,480.0,2010820.8,1406.0,2014-06,0,0,0,0,1,0,0,1,0,0,0
720,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,12.0,308853.72,1406.0,2014-06,0,0,0,0,1,0,0,0,0,1,0
721,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,14.0,360329.34,1406.0,2014-06,0,0,0,0,1,0,0,0,0,1,0
722,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,50.0,384221.0,1407.0,2014-07,0,0,0,0,1,1,0,0,0,0,0
723,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,576.0,2412984.96,1407.0,2014-07,0,0,0,0,1,0,0,1,0,0,0
724,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,16.0,411804.96,1407.0,2014-07,0,0,0,0,1,0,0,0,0,1,0
725,1,0,4120 Odense Universitetshospital,1 stk.  (0.5 ml),1.0,45.0,2,14.0,360329.34,1407.0,2014-07,0,0,0,0,1,0,0,0,0,1,0
726,1,0,4120 Odense Universitetshospital,2 stk.,2.0,200.0,1,70.0,537909.4,1408.0,2014-08,0,0,0,0,1,1,0,0,0,0,0
727,1,0,4120 Odense Universitetshospital,1 htgl.,1.0,100.0,0,576.0,2412984.96,1408.0,2014-08,0,0,0,0,1,0,0,1,0,0,0
728,1,0,4120 Odense Universitetshospital,1  eng. spr. a 1 ml,1.0,90.0,2,13.0,334591.53,1408.0,2014-08,0,0,0,0,1,0,0,0,0,1,0
